User,Session,Context,Utterance,Gist,Response,ASR_Error,Gist_Correct,Response_Appropriate
p18,1,"I don't really understand it very well . it feels like my cancer has gotten worse, but i'm not sure how bad it is .",Like it's gotten worse,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I know it's not easy to say for sure. i would like to be fully prepared for the future though .,2,0,-1
p18,1,I still don't quite understand the test results. could you please explain in simple terms ?,Sure unfortunately the scan does not show good news,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm still having a bit of trouble understanding. would you mind rephrasing ?,0,0,0
p18,1,I'm still having a bit of trouble understanding. would you mind rephrasing ?,I got your skin results and it does not look like the treatment has worked,((YOU DO NOT HAVE A QUESTION FOR ME |.|)),"Okay , i'll continue with my questions then .",1,-1,-1
p18,1,What do you think this means for me in the future ?,The treatment that you had did not work and unfortunately you are not eligible for any additional treatments,((AM I READY TO START DISCUSSING TREATMENT OPTIONS ?)),I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,0,-1,-1
p18,1,I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,The skin did show that the cancer is growing despite the treatment that you had,((AM I READY TO START DISCUSSING TREATMENT OPTIONS ?)),I think we should discuss treatment in a follow up appointment after i've had the chance to explain my condition to my family.,1,-1,-1
p18,1,I think we should discuss treatment in a follow up appointment after i've had the chance to explain my condition to my family.,So what i can tell you is that the cancer is growing,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I suppose these things can be hard to predict .,0,0,-1
p18,1,How long do you think i have left at this point ?,If we think about how long cancer usually grows we can expect without any additional treatment that most likely you would have a couple of months before the cancer were to continue to grow and caused you problems,((THE PROGNOSIS IS THAT I MAY LIVE FOR SEVERAL MONTHS |.|)),I'm not sure whether that's a good thing or bad thing . could you be more specific about how long you think i have left ?,0,1,1
p18,1,I'm not sure whether that's a good thing or bad thing . could you be more specific about how long you think i have left ?,Would you like to hear specific numbers or more of a range,((NIL QUESTION ?)),"I am sorry, i didn't quite understand. can you say it again ?",0,0,0
p18,1,"I am sorry, i didn't quite understand. can you say it again ?",Generally when we think about lung cancer were thinking about just a couple of months to live if the cancer is growing,((THE TEST RESULTS SHOW THAT MY CANCER HAS SPREAD |.|)),"Those are not the words i wanted to hear . i mean, i was bracing for the worst, since i could tell by the pain that it's bad . but to hear that the cancer has spread is quite depressing . what does it all mean for me ?",0,-1,-1
p18,1,"Those are not the words i wanted to hear . i mean, i was bracing for the worst, since i could tell by the pain that it's bad . but to hear that the cancer has spread is quite depressing . what does it all mean for me ?",That would be hard to hear and it's not news that i like to share,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I suppose these things can be hard to predict .,0,0,-1
p18,1,I still don't understand how this happened! just three months ago i didn't even know i had cancer.,There is definitely a very difficult cancer to deal with,((NIL GIST |:| NOTHING FOUND FOR WHY DO I HAVE CANCER |.|)),I just don't understand why this had to affect me of all people . i'm thankful you're here to help me through it .,0,0,1
p18,1,I haven't told my family everything yet . i wanted to wait to talk to you first . what should i say to them ?,I think it's important to be honest and share the things that you want them to know,((DO MY FAMILY KNOW ABOUT MY CANCER ?)),"My family knows about my cancer already, but they don't really know how bad it is, or what it means for me . how should i discuss these with them ?",0,-1,-1
p18,1,"My family knows about my cancer already, but they don't really know how bad it is, or what it means for me . how should i discuss these with them ?",Be helpful if you could bring them to an appointment with us and we can help you share that news,((NIL GIST |:| NOTHING FOUND FOR TELL FAMILY |.|)),"Okay . it will be difficult, but my family and i will have to be strong .",0,0,1
p18,1,I'm still not really sure how i should break this news to my family . i don't want them to be worried .,I think it's also important and what you,((NIL GIST |:| NOTHING FOUND FOR TELL FAMILY |.|)),"Alright. i'll do what i can, even if the conversation will be challenging. my family has to know the truth.",2,0,-1
p18,2,"Truth be told, i've already scanned the results, but don't understand what they are telling me. it all seems very complicated . could you explain to me what they mean ?",So unfortunately sophie i have some bad news it looks like the cancer has grown and spread,((THE TEST RESULTS SHOW THAT MY CANCER HAS SPREAD |.|)),"Those are not the words i wanted to hear . i mean, i was bracing for the worst, since i could tell by the pain that it's bad . but to hear that the cancer has spread is quite depressing . what does it all mean for me ?",0,1,1
p18,2,"Those are not the words i wanted to hear . i mean, i was bracing for the worst, since i could tell by the pain that it's bad . but to hear that the cancer has spread is quite depressing . what does it all mean for me ?",How much information would you like to know about your prognosis,((HOW DO I FEEL ABOUT MY PROGNOSIS ?)),I feel very anxious about my condition . i feel like it's gotten worse . i want to know what this means for me .,0,-1,1
p18,2,I feel very anxious about my condition . i feel like it's gotten worse . i want to know what this means for me .,What concerns do you have about the future,((WHAT SCARES ME ABOUT MY PROGNOSIS ?)),What worries me the most is just how uncertain my future is . some days i believe my condition will get better and others i brace myself for the worst . is there any way you can let me know what i should expect ?,0,1,1
p18,2,What worries me the most is just how uncertain my future is . some days i believe my condition will get better and others i brace myself for the worst . is there any way you can let me know what i should expect ?,We can talk about what symptoms you might have do you have things that you want to make sure you are able to do,((WHAT SYMPTOMS DO I HAVE ?)),"I have pain in my back and chest , and now my shoulder too . i have constipation, though i have had that for a year . my appetite is worse . i don't eat much anymore .",0,-1,-1
p18,2,"I have pain in my back and chest , and now my shoulder too . i have constipation, though i have had that for a year . my appetite is worse . i don't eat much anymore .",What goals do you have for any time that you may have left,((WHAT ARE MY TREATMENT GOALS ?)),I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,0,1,1
p18,2,I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,What symptom is bothering you the most,((WHAT SYMPTOMS DO I HAVE ?)),"It feels like my pain has spread , and i'm not as hungry as i used to be .",0,1,1
p18,2,"It feels like my pain has spread , and i'm not as hungry as i used to be .",We can work on your pain control and give you something for your appetite do you think that would make you feel better,((WHAT DO I UNDERSTAND ?)),"I don't really understand it very well . it feels like my cancer has gotten worse, but i'm not sure how bad it is .",0,-1,-1
p18,2,"I don't really understand it very well . it feels like my cancer has gotten worse, but i'm not sure how bad it is .",You are correct that the cancer has gotten worse,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I know it's not easy to say for sure. i would like to be fully prepared for the future though .,0,0,-1
p18,2,I'm really scared about my condition getting worse . i just don't know what to expect at this point .,Scared about my condition getting worse i just don't know what to expect,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I suppose these things can be hard to predict .,1,0,-1
p18,2,What do you think this means for me in the future ?,You are correct that these things are hard to predict but there are patterns that the cancer typically follows how much do you want to know about what might happen next,((THE PROGNOSIS IS HARD TO PREDICT |.|)),My last doctor also just said it would be hard to predict . i think i am ready to hear though . could you please try to tell me what the worst case looks like ?,0,1,1
p18,2,My last doctor also just said it would be hard to predict . i think i am ready to hear though . could you please try to tell me what the worst case looks like ?,The worst case would probably be,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I suppose these things can be hard to predict .,2,0,-1
p18,2,I still don't understand how this happened! just three months ago i didn't even know i had cancer.,I agree that lung cancer in particular is a very difficult diagnosis for patients and their families,((CANCER IS A BAD ILLNESS |.|)),Cancer is such a challenging disease to live with . i'm not sure if my life will ever be normal again . but i appreciate all you've been doing to help me .,0,1,1
p18,2,I haven't told my family everything yet . i wanted to wait to talk to you first . what should i say to them ?,How much information do you want them to know,((DO MY FAMILY KNOW ABOUT MY CANCER ?)),"My family knows about my cancer already, but they don't really know how bad it is, or what it means for me . how should i discuss these with them ?",0,-1,-1
p18,2,"My family knows about my cancer already, but they don't really know how bad it is, or what it means for me . how should i discuss these with them ?",Being open and honest is going to help you the most and if you'd like they can come to a visit with you and we can help you talk to them,((I SHOULD TELL MY FAMILY THE FULL TRUTH ABOUT MY CANCER |.|)),"Okay . it will be hard to give them such bleak news, but they deserve to know the truth .",0,1,1
p18,2,I'm still not really sure how i should break this news to my family . i don't want them to be worried .,We are here to do everything we can to support you and support your family,((NIL GIST |:| NOTHING FOUND FOR TELL FAMILY |.|)),"Okay . it will be difficult, but my family and i will have to be strong .",0,0,1
p0,1,"Truth be told, i've already scanned the results, but don't understand what they are telling me. it all seems very complicated . could you explain to me what they mean ?",Hi sophie of course i can help explain today my name is gwen i'm one of the pas and we can go over your cat scan and also detail for you are you okay for me to start doing that now,((NIL QUESTION ?)),"I am sorry, i didn't quite understand. can you say it again ?",0,0,0
p0,1,"I am sorry, i didn't quite understand. can you say it again ?",With you if we review the scan now,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",2,0,0
p0,1,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",Sophia would like to review the results with you today is that okay with you,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm still having a bit of trouble understanding. would you mind rephrasing ?,0,0,0
p0,1,I'm still having a bit of trouble understanding. would you mind rephrasing ?,Sophia want to review your skins and i'm sorry to say they're not as good as we hoped they would be today,((WHAT SCARES ME ABOUT MY CONDITION ?)),"What scares me most is that my condition is becoming harder and harder to live with , but i have no idea how much worse it's going to get .",0,-1,-1
p0,1,"What scares me most is that my condition is becoming harder and harder to live with , but i have no idea how much worse it's going to get .",It's harder and harder to live with,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I know it's not easy to say for sure. i would like to be fully prepared for the future though .,1,0,1
p0,1,I still don't quite understand the test results. could you please explain in simple terms ?,Yes the test results show that unfortunately your cancer has not responded to the treatment and has actually gotten a little bit worse,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",0,0,0
p0,1,"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",Yes,((YOU HAVE A QUESTION FOR ME |.|)),What questions do you have for me ?,0,-1,-1
p0,1,What questions do you have for me ?,Review your scan which showed that your disease got worse and that the treatments didn't help,((THE TEST RESULTS SHOW THAT THE RADIATION IS NOT WORKING |.|)),"I'm not surprised to hear the radiation did not help, as my pain has gotten worse in these past couple of weeks . but what does this mean for my future ? how long do i have left ?",0,1,1
p0,1,"I'm not surprised to hear the radiation did not help, as my pain has gotten worse in these past couple of weeks . but what does this mean for my future ? how long do i have left ?",Know how long you have left but i do know that we're going to help you and help your pain throughout this time,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I suppose these things can be hard to predict .,0,0,-1
p0,1,"If the radiation couldn't stop my cancer, then what does that mean for my future ? how much time do i have left ?",Likely at this point without treatment it were looking at less than 6 months,((THE PROGNOSIS IS THAT I MAY LIVE FOR |6| MONTHS |.|)),"That's difficult to hear . are you certain i don't have any more time than 6 months ? i had an uncle fred who was told he had two or three months to live , but he held on for a year and a half .",0,1,1
p0,1,"That's difficult to hear . are you certain i don't have any more time than 6 months ? i had an uncle fred who was told he had two or three months to live , but he held on for a year and a half .",We never know for sure i can't predict the future and i hope and i wish that you have more time but based on the results of your scan and based on the fact that we can't do any more treatments it's unlikely i don't think you'll have more than six months,((MY UNDERSTANDING OF MY PROGNOSIS IS INCORRECT |.|)),"Oh, that's too bad. all the same, for someone with such a bleak prognosis, i'm actually feeling pretty great. is there a chance i may be able to beat this ?",0,1,1
p0,1,"Oh, that's too bad. all the same, for someone with such a bleak prognosis, i'm actually feeling pretty great. is there a chance i may be able to beat this ?",This point you won't be able to beat this but i'm very happy that you're feeling well and hopefully we can keep you feeling well for more time,((MY HEALTH RIGHT NOW MAY IMPROVE MY PROGNOSIS |.|)),I suppose these things can be hard to predict .,0,-1,-1
p0,1,I still don't understand how this happened! just three months ago i didn't even know i had cancer.,I wish i wish it didn't happen to you unfortunately cancer is a nasty bug nasty disease that can cause can develop very quickly,((CANCER CAN AFFECT THE HUMAN BODY SUDDENLY |.|)),"It's as though in a matter of months, my entire life has been turned upside down! so many things that i took for granted about my future are now unknown . it scares me a lot .",0,1,1
p0,1,"It's as though in a matter of months, my entire life has been turned upside down! so many things that i took for granted about my future are now unknown . it scares me a lot .",What kind of things about your future are you thinking about,((NIL GIST |:| NOTHING FOUND FOR QUESTION ABOUT MY ENERGY |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",0,0,0
p0,1,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",To you right now,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm still having a bit of trouble understanding. would you mind rephrasing ?,2,0,0
p0,1,I'm still having a bit of trouble understanding. would you mind rephrasing ?,Could we do to help you feel better right now,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"Sorry, i'm still not hearing you very well. i'm just really anxious. i have some more questions for now, maybe we can come back to it later.",0,0,0
p0,1,I haven't told my family everything yet . i wanted to wait to talk to you first . what should i say to them ?,What you should tell,((NIL GIST |:| NOTHING FOUND FOR TELL FAMILY |.|)),"Okay . it will be difficult, but my family and i will have to be strong .",2,0,-1
p0,1,I'm still not really sure how i should break this news to my family . i don't want them to be worried .,Sounds like you're,((NIL GIST |:| NOTHING FOUND FOR TELL FAMILY |.|)),"Alright. i'll do what i can, even if the conversation will be challenging. my family has to know the truth.",2,0,-1
p0,2,"Truth be told, i've already scanned the results, but don't understand what they are telling me. it all seems very complicated . could you explain to me what they mean ?",Hi sophie my name is gwen i'm going to go over your cat scan with you i saw you wrote you read over the results online what did you understand from that,((WHAT DO I UNDERSTAND ?)),"I don't really understand it very well . it feels like my cancer has gotten worse, but i'm not sure how bad it is .",0,1,1
p0,2,"I don't really understand it very well . it feels like my cancer has gotten worse, but i'm not sure how bad it is .",You're correct unfortunately i don't have good news today your cancer has gotten worse and it shows your cancer has progressed,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I know it's not easy to say for sure. i would like to be fully prepared for the future though .,0,0,-1
p0,2,I still don't quite understand the test results. could you please explain in simple terms ?,Yes so the cancer has spread which means the treatment did not work and we don't have any other treatment options available,((THE TEST RESULTS SHOW THAT THE RADIATION IS NOT WORKING |.|)),"I'm not surprised to hear the radiation did not help, as my pain has gotten worse in these past couple of weeks . but what does this mean for my future ? how long do i have left ?",0,1,1
p0,2,"I'm not surprised to hear the radiation did not help, as my pain has gotten worse in these past couple of weeks . but what does this mean for my future ? how long do i have left ?",This means at this point that we can't treat the cancer but we can try to keep you comfortable and likely you have less than 6 months left,((THE PROGNOSIS IS THAT I MAY LIVE FOR |6| MONTHS |.|)),"That's difficult to hear . are you certain i don't have any more time than 6 months ? i had an uncle fred who was told he had two or three months to live , but he held on for a year and a half .",0,1,1
p0,2,"That's difficult to hear . are you certain i don't have any more time than 6 months ? i had an uncle fred who was told he had two or three months to live , but he held on for a year and a half .",A different news for you and everybody's a little bit different and i can't predict the future but based on what i know it's most likely that you have 6 months or less,((MY UNDERSTANDING OF MY PROGNOSIS IS CORRECT |.|)),"Oh, that's great to hear . i have to say, for someone with such a bleak prognosis, i'm actually feeling pretty great. is there a chance i may be able to beat this ?",0,-1,-1
p0,2,"Oh, that's great to hear . i have to say, for someone with such a bleak prognosis, i'm actually feeling pretty great. is there a chance i may be able to beat this ?",So unfortunately you won't be able to beat this but we'd like to keep you feeling well as long as possible and that's what the point of comfort care is have you heard of comfort care before,((MY HEALTH RIGHT NOW MAY CHANGE MY PROGNOSIS |.|)),"Well, that's certainly better than nothing. i hope i can keep up this good health as long as possible and spend my remaining time with my family .",0,-1,-1
p0,2,I still don't understand how this happened! just three months ago i didn't even know i had cancer.,Unfortunately sometimes cancer can progress very quickly despite everything we try and unfortunately you had one of those types of cancer,((CANCER CAN AFFECT THE HUMAN BODY SUDDENLY |.|)),"It's as though in a matter of months, my entire life has been turned upside down! so many things that i took for granted about my future are now unknown . it scares me a lot .",0,1,1
p0,2,"It's as though in a matter of months, my entire life has been turned upside down! so many things that i took for granted about my future are now unknown . it scares me a lot .",I can imagine that scares you it must have changed your whole world we are here with you through this whole process and we're not going to stop treating you or still going to be here to take care of you,((IS ANYONE HERE WITH ME ?)),"I am staying with my daughter now . she took the day off to come in today, but someone called in sick where she works . so, she had to go in . she really wanted to be here .",0,-1,-1
p0,2,"I am staying with my daughter now . she took the day off to come in today, but someone called in sick where she works . so, she had to go in . she really wanted to be here .",Do you want me to call your daughter later to talk about our visit today,((DO I HAVE ANY CHILDREN ?)),"Yes, i'm staying with my daughter and her husband here in rochester, but i have a son out in utica as well.",0,-1,-1
p0,2,I haven't told my family everything yet . i wanted to wait to talk to you first . what should i say to them ?,If you would like we could do a meeting together over the telephone with your family but i would tell your family that your cancer has gotten worse and there are no treatments available so we are discussing comfort care,((DO I WANT YOU TO BE PRESENT WHEN I TELL MY FAMILY ABOUT THE PROGNOSIS ?)),"Thank you, but with everyone's schedules i think it would be hard to find time for us all to meet with you . i can tell them myself. i just want to know if you have any advice on breaking such hard news .",0,1,-1
p0,2,"Thank you, but with everyone's schedules i think it would be hard to find time for us all to meet with you . i can tell them myself. i just want to know if you have any advice on breaking such hard news .",I think it's important to tell your family what you want with the remaining days that you have left that she want to spend time with them and let them know they can contact us if they have any questions,((DO I WANT YOU TO BE PRESENT WHEN I TELL MY FAMILY ABOUT THE PROGNOSIS ?)),"I can't tell you how much i appreciate the offer, but i think i should break the news to them myself .",0,-1,-1
p0,2,"I appreciate the offer, but i think it would take months to find a time when we were all free. i don't mind telling them, but i'd like to know if you have any advice on breaking the news.",I would be honest and upfront with your family when you break the news to them,((I SHOULD TELL MY FAMILY THE FULL TRUTH ABOUT MY CANCER |.|)),"Okay . it will be hard to give them such bleak news, but they deserve to know the truth .",0,1,1
p27,1,"Truth be told, i've already scanned the results, but don't understand what they are telling me. it all seems very complicated . could you explain to me what they mean ?",Yes let's let's talk about it so the results did show that the long mass is still there,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",1,0,0
p27,1,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",The long mass is still in your chest,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm still having a bit of trouble understanding. would you mind rephrasing ?,1,0,0
p27,1,I'm still having a bit of trouble understanding. would you mind rephrasing ?,The cancer is still there,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"Sorry, i'm still not hearing you very well. i'm just really anxious. i have some more questions for now, maybe we can come back to it later.",0,0,0
p27,1,I still don't quite understand the test results. could you please explain in simple terms ?,The scan showed that the tumor is the same size and that unfortunately the radiation hasn't shrunk the tumor at all,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",0,0,0
p27,1,"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",The radiation hasn't been able to shrink the tumor,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm not hearing you very well. would you mind speaking more clearly ?,0,0,0
p27,3,"Truth be told, i've already scanned the results, but don't understand what they are telling me. it all seems very complicated . could you explain to me what they mean ?",Yeah let's let's talk about the results,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",0,0,0
p27,3,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",The radiation you had hasn't shrunk the tumor,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm still having a bit of trouble understanding. would you mind rephrasing ?,0,0,0
p27,3,I'm still having a bit of trouble understanding. would you mind rephrasing ?,Unfortunately the the cancer is still there,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"Sorry, i'm still not hearing you very well. i'm just really anxious. i have some more questions for now, maybe we can come back to it later.",0,0,0
p27,3,I still don't quite understand the test results. could you please explain in simple terms ?,The scan showed that the tumor is still in your chest,((THE TEST RESULTS SHOW THAT MY CANCER HAS SPREAD |.|)),"Those are not the words i wanted to hear . i mean, i was bracing for the worst, since i could tell by the pain that it's bad . but to hear that the cancer has spread is quite depressing . what does it all mean for me ?",0,1,1
p27,3,"Those are not the words i wanted to hear . i mean, i was bracing for the worst, since i could tell by the pain that it's bad . but to hear that the cancer has spread is quite depressing . what does it all mean for me ?",I know this can be really jarring used to hear and i'm sorry you're going through this,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I know it's not easy to say for sure. i would like to be fully prepared for the future though .,0,0,1
p27,3,I want you to be honest with me . how long do you think i have left ?,At this point we feel that the that the cancer you have is is likely terminal meaning,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I suppose these things can be hard to predict .,2,0,-1
p27,3,What do you think this means for me in the future ?,I think we should focus on your quality of life and spending time doing the things that are meaningful to you,((THE PROGNOSIS IS THAT MY CANCER SHOULD BE TREATED WITH COMFORT CARE |.|)),I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,0,1,1
p27,3,I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,Yeah i think that you know those those are very fair questions and i think the the scan has showed that unfortunately that the treatment options of tried aren't working and that you know you're not really a candidate for other options at this point so i think we should focus on you know your your pain if you have any and your symptoms and spending the time that you have doing the things that you love,((CAN I TELL YOU ABOUT MY PAIN INSTEAD OF TEST RESULTS ?)),"I can give a bit more information about my pain . i used to just feel it in my back and chest, but it seems to have spread . now it's in my shoulder blade too, and on the other side from where it started .",0,-1,1
p27,3,"I can give a bit more information about my pain . i used to just feel it in my back and chest, but it seems to have spread . now it's in my shoulder blade too, and on the other side from where it started .",Okay well thanks for sharing a quick but we can come up with a pain medication regimen that would be able to help you with that i want to talk now about and what sort of things in your life bring you joy and you tell me more about that,((CAN I TELL YOU ABOUT MY PAIN ?)),"The pain was pretty much under control for a while, but in the past week it has been more difficult . it used to be in my back and left side of my chest, but now it's in my shoulder blade too, and on the other side from where it started .",0,-1,-1
p27,3,"The pain was pretty much under control for a while, but in the past week it has been more difficult . it used to be in my back and left side of my chest, but now it's in my shoulder blade too, and on the other side from where it started .",Okay yeah i think that we should address your email and make sure they are able to continue doing the things that that he's love to have you tried for the pain,((CAN I TELL YOU ABOUT MY PAIN ?)),"The pain doesn't really go into other areas . it's dull and constant, and aches a lot . it usually hurts to take deep breathes .",1,-1,-1
p27,3,"The pain doesn't really go into other areas . it's dull and constant, and aches a lot . it usually hurts to take deep breathes .",What kind of pain medication are you using,((WHAT MEDICINE AM I TAKING ?)),"Can we save that for later ? i'd be happy to talk about my medication, but first i want to figure out what's wrong with me and what it means for my future .",0,1,1
p27,3,"Can we save that for later ? i'd be happy to talk about my medication, but first i want to figure out what's wrong with me and what it means for my future .",Yeah i agree let's let's talk about that what's your understanding of the situation,((HOW DO I FEEL ABOUT MY PROGNOSIS ?)),I feel very anxious about my condition . i feel like it's gotten worse . i want to know what this means for me .,0,-1,1
p27,3,I feel very anxious about my condition . i feel like it's gotten worse . i want to know what this means for me .,Like we talked about it hasn't you know things haven't improved with the radiation fortunately and i think we should should talk about how to you know make these the time that you have made a meaningful for you,((HOW DO I FEEL ABOUT MY PROGNOSIS ?)),"I'm just scared about it getting worse , and not being able to be there for my family .",0,-1,-1
p27,3,"I'm just scared about it getting worse , and not being able to be there for my family .",Tell me more about your family,((NIL QUESTION ?)),"I am sorry, i didn't quite understand. can you say it again ?",0,0,0
p27,3,"I am sorry, i didn't quite understand. can you say it again ?",Can you tell me more about the time you spend with your family,((CAN I SUMMARIZE MY TEST RESULTS ?)),I still don't understand how this happened! just three months ago i didn't even know i had cancer.,0,-1,-1
p27,3,I still don't understand how this happened! just three months ago i didn't even know i had cancer.,Yeah sometimes these things can come as as a bit of a shock who has been supporting you through this,((NIL GIST |:| NOTHING FOUND FOR WHY DO I HAVE CANCER |.|)),I just don't understand why this had to affect me of all people . i'm thankful you're here to help me through it .,0,0,1
p27,3,I haven't told my family everything yet . i wanted to wait to talk to you first . what should i say to them ?,Would it be helpful is if i help,((NIL QUESTION ?)),Would you mind rephrasing ?,2,0,0
p27,3,Would you mind rephrasing ?,Would you like me to talk to your family about what's going on,((NIL QUESTION ?)),"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",0,0,0
p27,3,"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",We can talk to your family about all the information that we have if that's something to read,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",1,0,0
p27,3,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",What makes you anxious about telling your family the news,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm still having a bit of trouble understanding. would you mind rephrasing ?,0,0,0
p1,1,"Truth be told, i've already scanned the results, but don't understand what they are telling me. it all seems very complicated . could you explain to me what they mean ?",Hey sophie sure i do have some difficult news to share your cancer has spread,((THE TEST RESULTS SHOW THAT MY CANCER HAS SPREAD |.|)),"Those are not the words i wanted to hear . i mean, i was bracing for the worst, since i could tell by the pain that it's bad . but to hear that the cancer has spread is quite depressing . what does it all mean for me ?",0,1,1
p1,1,"Those are not the words i wanted to hear . i mean, i was bracing for the worst, since i could tell by the pain that it's bad . but to hear that the cancer has spread is quite depressing . what does it all mean for me ?",My understanding is that we don't have many other treatment options at this time specifically to address the cancer,((AM I READY TO START DISCUSSING TREATMENT OPTIONS ?)),I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,0,-1,-1
p1,1,I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,Can you share with me what things are most important to you,((NIL QUESTION ?)),"I am sorry, i didn't quite understand. can you say it again ?",0,0,0
p1,1,"I am sorry, i didn't quite understand. can you say it again ?",Can you share with me what matters most to you,((NIL QUESTION ?)),Would you mind rephrasing ?,0,0,0
p1,1,Would you mind rephrasing ?,What what's most important to you,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",0,0,0
p1,1,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",What is most important to you,((NIL QUESTION ?)),"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",0,0,0
p1,1,"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",What matters most to you in life,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm still having a bit of trouble understanding. would you mind rephrasing ?,0,0,0
p1,1,I'm still having a bit of trouble understanding. would you mind rephrasing ?,Let's try something different,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",0,0,0
p1,1,"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",How are you feeling after hearing this news,((HOW AM I FEELING ABOUT MY CONDITION ?)),It feels like my condition has gotten worse . but i'm not yet sure how bad it really is .,0,-1,1
p1,1,It feels like my condition has gotten worse . but i'm not yet sure how bad it really is .,Can you share me what with me what you might be worried about,((HOW IS MY MENTAL HEALTH ?)),"Well, i do try to keep carrying on, but sometimes i just feel down .",0,-1,-1
p1,1,"Well, i do try to keep carrying on, but sometimes i just feel down .",That's certainly understandable this is difficult news to hear,((NIL GIST |:| NOTHING FOUND FOR QUESTION ABOUT MY ENERGY |.|)),I'm not hearing you very well. would you mind speaking more clearly ?,0,0,0
p1,1,I'm not hearing you very well. would you mind speaking more clearly ?,It's normal to have trouble processing this information it's difficult news to hear,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),Would you mind repeating that ?,0,0,0
p1,1,Would you mind repeating that ?,Can you share with me what you'd like,((NIL QUESTION ?)),"I am sorry, i didn't quite understand. can you say it again ?",2,0,0
